threads,local,global,diff
238,5.60732e+07,1.26784e+10,226.104
239,5.55827e+07,1.27347e+10,229.113
240,5.55077e+07,1.27859e+10,230.344
241,5.45641e+07,1.2838e+10,235.283
242,5.52234e+07,1.28946e+10,233.499
243,5.54965e+07,1.29454e+10,233.266
244,5.54611e+07,1.29995e+10,234.389
245,5.55049e+07,1.30483e+10,235.084
246,5.59761e+07,1.31065e+10,234.145
247,5.58008e+07,1.31583e+10,235.808
248,5.56398e+07,1.3213e+10,237.474
249,5.4803e+07,1.32655e+10,242.059
250,5.53908e+07,1.33204e+10,240.481
251,5.56767e+07,1.33705e+10,240.145
252,5.57193e+07,1.34255e+10,240.949
253,5.56596e+07,1.34785e+10,242.16
254,5.63036e+07,1.35326e+10,240.351
255,5.59461e+07,1.35831e+10,242.79
256,5.58328e+07,1.36363e+10,244.235
