threads,duration,bandwidth
237,0.225978,70.8046
238,0.227613,70.2962
239,0.228224,70.1096
240,0.229859,69.6093
241,0.23145,69.1333
242,0.232223,68.903
243,0.231715,69.0539
244,0.232401,68.849
245,0.23295,68.6866
246,0.235892,67.8297
247,0.235366,67.9847
248,0.236213,67.7372
249,0.238477,67.1017
250,0.236781,67.5755
251,0.23927,66.8715
252,0.238787,67.006
253,0.239242,66.8822
254,0.2419,66.1499
255,0.241489,66.256
256,0.242226,66.0584
